Sample ID	User ID	Date 	Time 	ng/ul 	A260 	A280 	260/280 	260/230 	Constant 	Cursor Pos.	Cursor abs.	340 raw
256	Default	5/8/2018	1:32 PM	24.03	0.601	0.266	2.26	0.68	40.00	230	0.879	-0.002
257	Default	5/8/2018	1:33 PM	289.83	7.246	3.387	2.14	2.05	40.00	230	3.527	-0.005
258	Default	5/8/2018	1:33 PM	67.16	1.679	0.762	2.20	1.73	40.00	230	0.971	0.017
259	Default	5/8/2018	1:34 PM	27.42	0.685	0.316	2.17	0.52	40.00	230	1.324	-0.005
260	Default	5/8/2018	1:34 PM	14.03	0.351	0.127	2.75	0.30	40.00	230	1.166	0.010
261	Default	5/8/2018	1:35 PM	275.94	6.898	3.219	2.14	2.31	40.00	230	2.988	0.000
262	Default	5/8/2018	1:35 PM	157.85	3.946	1.821	2.17	1.67	40.00	230	2.369	0.003
263	Default	5/8/2018	1:35 PM	28.77	0.719	0.303	2.38	0.61	40.00	230	1.181	-0.011
264	Default	5/8/2018	1:36 PM	53.96	1.349	0.625	2.16	1.14	40.00	230	1.179	-0.012
265	Default	5/8/2018	1:36 PM	242.11	6.053	2.791	2.17	1.86	40.00	230	3.254	0.009
266	Default	5/8/2018	1:37 PM	57.84	1.446	0.658	2.20	1.20	40.00	230	1.206	-0.004
267	Default	5/8/2018	1:37 PM	302.12	7.553	3.544	2.13	2.32	40.00	230	3.252	-0.002
268	Default	5/8/2018	1:38 PM	193.99	4.850	2.212	2.19	2.30	40.00	230	2.106	-0.009
269	Default	5/8/2018	1:38 PM	407.03	10.176	4.813	2.11	2.17	40.00	230	4.695	-0.009
270	Default	5/8/2018	1:38 PM	33.72	0.843	0.374	2.25	1.10	40.00	230	0.767	-0.016
271	Default	5/8/2018	1:39 PM	176.44	4.411	2.035	2.17	2.18	40.00	230	2.027	0.020
272	Default	5/8/2018	1:39 PM	221.11	5.528	2.559	2.16	2.06	40.00	230	2.686	-0.002
273	Default	5/8/2018	1:40 PM	409.27	10.232	4.853	2.11	2.35	40.00	230	4.359	-0.008
274	Default	5/8/2018	1:40 PM	625.92	15.648	7.167	2.18	2.36	40.00	230	6.630	0.035
275	Default	5/8/2018	1:40 PM	367.87	9.197	4.343	2.12	2.21	40.00	230	4.158	-0.013
276	Default	5/8/2018	1:41 PM	336.82	8.421	3.940	2.14	2.08	40.00	230	4.045	-0.001
277	Default	5/8/2018	1:41 PM	35.60	0.890	0.395	2.25	0.67	40.00	230	1.324	-0.005
278	Default	5/8/2018	1:42 PM	324.17	8.104	3.795	2.14	2.07	40.00	230	3.918	0.003
279	Default	5/8/2018	1:42 PM	316.40	7.910	3.719	2.13	2.12	40.00	230	3.727	0.009
280	Default	5/8/2018	1:42 PM	447.12	11.178	5.298	2.11	2.28	40.00	230	4.905	-0.006
281	Default	5/8/2018	1:43 PM	16.34	0.408	0.160	2.56	0.62	40.00	230	0.657	-0.009
282	Default	5/8/2018	1:43 PM	324.61	8.115	3.804	2.13	2.09	40.00	230	3.890	-0.014
283	Default	5/8/2018	1:44 PM	18.42	0.461	0.203	2.27	0.60	40.00	230	0.762	-0.019
284	Default	5/8/2018	1:45 PM	31.76	0.794	0.342	2.32	0.34	40.00	230	2.332	0.005
285	Default	5/8/2018	1:45 PM	52.33	1.308	0.586	2.23	0.96	40.00	230	1.369	0.015
286	Default	5/8/2018	1:46 PM	293.34	7.333	3.431	2.14	1.76	40.00	230	4.166	-0.011
287	Default	5/8/2018	1:46 PM	17.91	0.448	0.225	1.99	0.83	40.00	230	0.539	-0.025
288	Default	5/8/2018	1:46 PM	514.52	12.863	5.904	2.18	2.13	40.00	230	6.031	0.099
289	Default	5/8/2018	1:47 PM	21.96	0.549	0.223	2.47	1.04	40.00	230	0.526	-0.010
290	Default	5/8/2018	1:47 PM	445.05	11.126	5.252	2.12	2.16	40.00	230	5.158	0.011
291	Default	5/8/2018	1:48 PM	31.59	0.790	0.349	2.26	0.76	40.00	230	1.036	0.003
292	Default	5/8/2018	1:48 PM	17.38	0.434	0.187	2.32	0.68	40.00	230	0.641	0.002
293	Default	5/8/2018	1:48 PM	375.07	9.377	4.310	2.18	2.41	40.00	230	3.889	0.043
294	Default	5/8/2018	1:49 PM	307.60	7.690	3.591	2.14	2.22	40.00	230	3.465	0.008
295	Default	5/8/2018	1:49 PM	218.77	5.469	2.532	2.16	1.81	40.00	230	3.025	0.009
296	Default	5/8/2018	1:50 PM	24.22	0.606	0.263	2.30	0.30	40.00	230	2.000	0.004
297	Default	5/8/2018	1:50 PM	28.14	0.704	0.320	2.20	1.10	40.00	230	0.640	-0.011
298	Default	5/8/2018	1:50 PM	124.51	3.113	1.447	2.15	1.89	40.00	230	1.646	-0.013
299	Default	5/8/2018	1:51 PM	10.51	0.263	0.085	3.09	0.24	40.00	230	1.092	-0.005
300	Default	5/8/2018	1:51 PM	330.01	8.250	3.875	2.13	1.92	40.00	230	4.290	-0.003
C	Default	5/8/2018	1:52 PM	4.25	0.106	0.053	2.01	0.39	40.00	230	0.269	0.100
