Sample ID	User ID	Date 	Time 	ng/ul 	A260 	A280 	260/280 	260/230 	Constant 	Cursor Pos.	Cursor abs.	340 raw
233	Default	5/8/2018	1:21 PM	306.45	7.661	3.610	2.12	2.29	40.00	230	3.351	0.015
234	Default	5/8/2018	1:22 PM	13.84	0.346	0.160	2.17	0.41	40.00	230	0.839	0.002
235	Default	5/8/2018	1:22 PM	399.51	9.988	4.697	2.13	2.07	40.00	230	4.820	-0.004
236	Default	5/8/2018	1:23 PM	9.92	0.248	0.110	2.25	0.52	40.00	230	0.474	0.000
237	Default	5/8/2018	1:23 PM	201.24	5.031	2.339	2.15	1.84	40.00	230	2.730	0.020
238	Default	5/8/2018	1:24 PM	326.42	8.160	3.827	2.13	2.33	40.00	230	3.502	-0.154
239	Default	5/8/2018	1:24 PM	270.48	6.762	3.138	2.15	2.13	40.00	230	3.179	0.020
240	Default	5/8/2018	1:25 PM	334.26	8.357	3.922	2.13	2.01	40.00	230	4.167	0.005
241	Default	5/8/2018	1:25 PM	13.37	0.334	0.165	2.03	0.40	40.00	230	0.839	0.017
242	Default	5/8/2018	1:26 PM	280.79	7.020	3.167	2.22	2.26	40.00	230	3.106	0.083
243	Default	5/8/2018	1:26 PM	217.02	5.425	2.510	2.16	1.15	40.00	230	4.727	0.010
244	Default	5/8/2018	1:26 PM	225.32	5.633	2.621	2.15	1.89	40.00	230	2.979	-0.003
245	Default	5/8/2018	1:27 PM	257.93	6.448	3.010	2.14	2.00	40.00	230	3.231	-0.006
246	Default	5/8/2018	1:27 PM	31.47	0.787	0.367	2.14	0.96	40.00	230	0.821	0.001
247	Default	5/8/2018	1:28 PM	25.03	0.626	0.278	2.25	1.17	40.00	230	0.533	-0.009
248	Default	5/8/2018	1:28 PM	26.38	0.660	0.295	2.24	0.98	40.00	230	0.672	0.007
249	Default	5/8/2018	1:29 PM	34.69	0.867	0.399	2.17	1.45	40.00	230	0.599	0.020
250	Default	5/8/2018	1:30 PM	269.51	6.738	3.090	2.18	2.45	40.00	230	2.755	-0.008
251	Default	5/8/2018	1:30 PM	361.50	9.037	4.265	2.12	2.09	40.00	230	4.321	0.027
252	Default	5/8/2018	1:31 PM	266.29	6.657	3.095	2.15	2.12	40.00	230	3.135	-0.002
253	Default	5/8/2018	1:31 PM	361.38	9.035	4.224	2.14	1.96	40.00	230	4.619	-0.000
254	Default	5/8/2018	1:31 PM	195.18	4.880	2.274	2.15	1.63	40.00	230	2.991	0.006
255	Default	5/8/2018	1:32 PM	53.61	1.340	0.627	2.14	1.25	40.00	230	1.076	-0.046
