Sample ID	User ID	Date 	Time 	ng/ul 	A260 	A280 	260/280 	260/230 	Constant 	Cursor Pos.	Cursor abs.	340 raw
342	Default	5/10/2018	12:34 PM	345.35	8.634	4.051	2.13	1.95	40.00	230	4.433	-0.005
343	Default	5/10/2018	12:34 PM	23.19	0.580	0.301	1.93	0.05	40.00	230	12.295	0.080
344	Default	5/10/2018	12:35 PM	368.72	9.218	4.296	2.15	2.17	40.00	230	4.251	0.112
345	Default	5/10/2018	12:35 PM	286.98	7.174	3.382	2.12	2.06	40.00	230	3.483	0.041
346	Default	5/10/2018	12:36 PM	349.52	8.738	4.152	2.10	2.24	40.00	230	3.902	0.093
347	Default	5/10/2018	12:36 PM	289.99	7.250	3.386	2.14	2.21	40.00	230	3.283	-0.006
348	Default	5/10/2018	12:36 PM	355.15	8.879	4.166	2.13	2.16	40.00	230	4.104	0.004
349	Default	5/10/2018	12:37 PM	222.06	5.552	2.613	2.12	1.67	40.00	230	3.321	0.009
350	Default	5/10/2018	12:37 PM	276.15	6.904	3.234	2.13	2.12	40.00	230	3.263	0.014
351	Default	5/10/2018	12:38 PM	45.21	1.130	0.546	2.07	1.31	40.00	230	0.860	0.021
352	Default	5/10/2018	12:38 PM	222.63	5.566	2.616	2.13	1.88	40.00	230	2.959	0.022
353	Default	5/10/2018	12:38 PM	141.72	3.543	1.674	2.12	1.89	40.00	230	1.870	0.322
354	Default	5/10/2018	12:39 PM	13.90	0.347	0.146	2.39	0.04	40.00	230	9.572	0.050
355	Default	5/10/2018	12:39 PM	176.46	4.412	2.070	2.13	1.59	40.00	230	2.780	0.013
356	Default	5/10/2018	12:40 PM	400.82	10.020	4.765	2.10	2.30	40.00	230	4.357	0.015
357	Default	5/10/2018	12:40 PM	329.88	8.247	3.882	2.12	2.31	40.00	230	3.565	0.008
358	Default	5/10/2018	12:40 PM	198.04	4.951	2.305	2.15	1.76	40.00	230	2.806	0.004
359	Default	5/10/2018	12:41 PM	83.69	2.092	0.965	2.17	1.52	40.00	230	1.381	0.017
360	Default	5/10/2018	12:41 PM	231.83	5.796	2.736	2.12	2.21	40.00	230	2.621	0.006
361	Default	5/10/2018	12:42 PM	28.45	0.711	0.335	2.13	1.14	40.00	230	0.622	0.018
362	Default	5/10/2018	12:42 PM	299.71	7.493	3.526	2.12	2.16	40.00	230	3.461	0.027
363	Default	5/10/2018	12:42 PM	285.13	7.128	3.343	2.13	2.21	40.00	230	3.230	0.044
364	Default	5/10/2018	12:43 PM	308.84	7.721	3.654	2.11	2.16	40.00	230	3.581	0.010
365	Default	5/10/2018	12:43 PM	15.50	0.388	0.204	1.90	0.80	40.00	230	0.484	0.009
366	Default	5/10/2018	12:43 PM	352.56	8.814	4.175	2.11	2.22	40.00	230	3.969	0.002
367	Default	5/10/2018	12:44 PM	18.73	0.468	0.237	1.98	0.46	40.00	230	1.029	0.038
368	Default	5/10/2018	12:44 PM	328.47	8.212	3.851	2.13	2.06	40.00	230	3.984	-0.006
369	Default	5/10/2018	12:45 PM	385.53	9.638	4.515	2.13	2.21	40.00	230	4.368	0.007
370	Default	5/10/2018	12:45 PM	435.36	10.884	5.167	2.11	2.26	40.00	230	4.810	0.041
371	Default	5/10/2018	12:46 PM	381.87	9.547	4.513	2.12	2.38	40.00	230	4.017	-0.005
372	Default	5/10/2018	12:46 PM	24.41	0.610	0.302	2.02	0.92	40.00	230	0.661	0.036
